"class,comment"
"positif, b'RT @murtado_zaki: PPKM = Perbanyak Pergi Ke Masjid\n\ntetap patuhi protokol kesehatan = pakai masker https://t.co/FP5kSZvKI2'"
"netral, b'@chaewonele Mending deketan tapi jaga jarak 1 KM karena kita lagi PPKM.'"
"netral, b'RT @tatarsundal: MENDESAK\n\nSelama pandemi terjadi, 11 orang waria/transpuan di Jogja telah berpulang...\n\nDan saat PPKM berlangsung, 7 orang\xe2\x80\xa6'"
"positif, b'RT @DevitaYani_Y: Dukung dan laksanakan PPKM darurat \n\nPemberlakuan PPKM darurat terbukti dapat menekan penyebaran virus kovid 19...\n\n#PPKM\xe2\x80\xa6'"
"negatif, b'RT @mariska_lubis: Nggak mau turun?! Nggak apa-apa tapi coba test seberapa peduli terhadap rakyat? Berikan semua gaji dan kekayaan untuk me\xe2\x80\xa6'"
"positif, b'PPKM Darurat Langkah Tepat Tekan Kasus Penularan Covid-19\n\nPPKM Sudah Tepat https://t.co/GFEauUCmfF'"
"netral, b'@RiaaaGirlsss Masak, nanem sm tiktokan gais. Kelar PPKM jd glowing gais hahaha'"
"negatif, b'@psnghwaaw Sarapanya ppkm wkwkwk'"
"netral, b'Euy Gasibu ppkm gini ada yg jualan ga'"
"positif, b'Setuju \xf0\x9f\x91\x8d. \nBerhentikan saja Kepala daerah yg membangkang terhadap aturan yg sudah di putuskan terkait Pandemi Covid 19 ini. Apalagi a presiden sudah memutuskan untuk memberlakukan PPKM guna menelan lonjakan kasus Positive di Jawa dan Bali. \n\n#BahuMembahuAtasiPandemi https://t.co/1p1ZEFARtO'"
"negatif, b'PPKM darurat artinya adalah Pembunuhan Pelan2 Kepada Masyarakat.untuk itu mari serukan lawan pemerintah sebelum semua pribumi dimusnahkan dan di singkirkan.karena itu pasti akan terjadi jika tdk segera bangkit'"
"netral, b'RT @geloraco: Jeritan Penjual Hewan Kurban Yang Merugi Akibat PPKM Darurat\nhttps://t.co/IC6BJm2Mwq'"
"negatif, b'@apakataguaalah ppkm jd ga weekend'"
"positif, b'RT @___k1n9f4t1Ra7a: Manusia lndonesia Yang Paling Taat MeIaksanakan PSBB dan PPKM Adalah: \nHARUN MASlKU !!!\nSudah hampir 2th ini masih mel\xe2\x80\xa6'"
"netral, b'RT @kompascom: Balai Taman Nasional Kabupaten Togean masih menerima kunjungan wisatawan pada masa PPKM Mikro, meski jumlah kunjungannya men\xe2\x80\xa6'"
"negatif, b'@Umar_Chelsea_75 @dr_koko28 Bahaya Bang, pada reuni dan kenalan malah mereka.. apalagi mereknya beda.. repot entar malah.. wkwkwk kena PPKM tuh pada kalau sedang reuni.'"
"negatif, b'RT @Nicho_Silalahi: Pak @jokowi apa harus saling bunuh dulu rakyat di negri ini baru anda merasa puas dengan kinerja selama ini yang mampu\xe2\x80\xa6'"
"positif, b'PPKM Darurat Langkah Tepat Tekan Kasus Penularan Covid-19\n\nPPKM Sudah Tepat https://t.co/Y4EvoXeBc6'"
"negatif, b'@Brigade01Hulu @PutraWadapi Emang enak abis sepedaan bergaya seperti itu, cuma keadaan katanya lagi PPKM darurat, Napa gak sepedaan diwilayah kantor aja mpe klenger, setelah cape mau rebahan istirahat gaya apapun suka 2 loe'"
"netral, b'@ArnoldPoernomo Ppkm nold'"
"netral, b'RT @AliNgabalinNew: Cacat secara Intelektual, manusia berperadaban rendah, WN kls kambing setiap saat membual diruang publik memprovokasi m\xe2\x80\xa6'"
"negatif, b'RT @brandalsantri45: Hmm..\nMakin kesini, makin syuram pelaksanaan PPKM Darurat.\nPetugas arogannya bak pahlawan.\nSemalam di Pringlangu-Pekal\xe2\x80\xa6'"
"negatif, b'RT @alexander_murfi: PPKM Darurat Dipimpin Luhut Pandjaitan, Ngabalin: Pak Luhut Tak Pernah Gagal\n\nTerutama memasukkan tka cina ke Indonesi\xe2\x80\xa6'"
"negatif, b'Pada akhirnya negara luar melakukan PPKM terhadap WNI.'"
"netral, b'Anggota Polsek pracimantoro sampaikan himbauan PPKM darurat di SPBU pracimantoro https://t.co/3UgncKi4lF'"
"netral, b'@mnerokok lagi ppkm jalur kahyangan ikutan tutup bangg'"
"netral, b'@nety_rusi @tatakujiyati @aniesbaswedan Jkw ssdh umumkan ppkm darurat jawa-bali malah ke kendari \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
"netral, b'Batuud berserta 2 orang anggota Koramil Pedan Kodim 0723/Klaten melaksanakan kegiatan Patroli Penegakan PPKM Darurat Di Wilayah Kecamatan Pedan.\n#Kodim0723Klaten\n#Korem074Wrt\n#KodamIVDiponegoro https://t.co/TrtfkMmPn8'"
"positif, b'RT @CNNIndonesia: Aturan PPKM Darurat Direvisi, Tempat Ibadah Tak Lagi Ditutup https://t.co/fjfr5bfYFm'"
"netral, b'@Wan9Wong213 PPKM \nPusiang Pusiang Kepalo Mbah\xf0\x9f\xa4\xad\xf0\x9f\x98\x82'"
"positif, b'PPKM Darurat, Pemerintah akan Salurkan Bantuan Beras untuk 20 Juta Orang\nhttps://t.co/6NweYBkHqW\nPPKM Sudah Tepat'"
"netral, b'RT @txtdrpemerintah: pov masih nongkrong jam 11 malem pas ppkm https://t.co/GavVXtm7i3'"
"positif, b'PPKM Sudah Tepat\nhttps://t.co/Hu9ojUxWFZ\n\nUsut tuntas Kasus Korupsi Lukas Enembe'"
"netral, b'RT @kompascom: Balai Taman Nasional Kabupaten Togean masih menerima kunjungan wisatawan pada masa PPKM Mikro, meski jumlah kunjungannya men\xe2\x80\xa6'"
"negatif, b'RT @faktaanies: Perusahaan Equity Life mengakui kesalahan melanggar PPKM. Nah Buzzer terbukti memang sampah peradaban! https://t.co/aKCdOpB\xe2\x80\xa6'"
"negatif, b'RT @faktaanies: Perusahaan Equity Life mengakui kesalahan melanggar PPKM. Nah Buzzer terbukti memang sampah peradaban! https://t.co/aKCdOpB\xe2\x80\xa6'"
"positif, b'PPKM Darurat Segera Berlaku di Medan, Usaha Kuliner Tawarkan Promo untuk Pembelian Lewat Ojek Online - Tribun Medan https://t.co/T7gjct068S'"
"positif, b'Balikpapan dan Dua Daerah di Kaltim Siap Terapkan PPKM Darurat - https://t.co/R90SeoOGiz - https://t.co/YOyDPAbsJP https://t.co/sfUZhwntkT'"
"negatif, b'Sidak, Emil Masih Temukan Perusahaan Bandel tak Patuhi PPKM https://t.co/6WRiX1Qbui'"
"positif, b'@elfridaritonang Iya yah, abis itu PPKM ngerinya diperpanjang.. Udah dah stay di rumah teyuss \xf0\x9f\x98\x82'"
"positif, b'@rishakim_ @CRAVITY_twt @CRAVITYstarship kan lagi ppkm, abis selesai ppkm langsung meet lah~'"
"netral, b'Aku nda tau susunan instruksi tun itu seperti apa, soale setau aku di uu ppp nda ada, jadi aku samain aja pake istilah ""konsiderans"". Nah, di bagian itu, instruksi mendagri soal ppkm darurat diberlakukan berdasarkan arahan Presiden, bukan berdasarkan amanat uu kk \xf0\x9f\x99\x84'"
"netral, b'RT @bmsganyangcovid: Penutupan akses jalan sesuai intruksi Bupati Banyumas No 360/3481 Tahun 2021 tentang PPKM darurat mulai hari sabtu puk\xe2\x80\xa6'"
"negatif, b'Tapi serius deh, ppkm kali ini rasanya kaya lockdown banget tapi uluran bantuan dari pemerintah kaya ngga ada tuh gimana ya?'"
"negatif, b'pengen maen keluar tapi ditahan tahan karena ppkm, kok orang bisa ya egois hidup tanpa aturan gitu tetep main dan nongkrong keluar gimikirin keselamatan orang lain'"
"negatif, b'@Fahrihamzah Teori konapirasi lebih masuk akal di banding ppkm'"
"positif, b'@Cobeh09 @Sat_Pinayungan Tujuan PPKM Darurat cukup baik, persoalan nya tdk diikuti oleh tindakan nya, rakyat Itu sederhana bantu untuk kebutuhan dasar yg diperlukan, kalau perlu lockdown sekalian dgn penuhi kebutuhan dasar nya, dipastikan rakyat akan patuh.'"
"negatif, b'@febridiansyah Lagi pula PPKM itu apa benar dijalankan? Ada teman gue kerja di salah satu kementerian. Tiap hari kerjaannya cuma ngetik, bikin PPT, ikut rapat daring, dsb. Kenapa masih diwajibkan ke kantor 3x sepekan?'"
"netral, b'RT @kompascom: Balai Taman Nasional Kabupaten Togean masih menerima kunjungan wisatawan pada masa PPKM Mikro, meski jumlah kunjungannya men\xe2\x80\xa6'"
"netral, b'Ppkm (pagi pagi kangen mantan)'"
"positif, b'RT @3CareIndonesia: Mulai besok sudah PPKM Darurat, gaes.\nAku gak akan pernah bosan buat ingetin kamu buat selalu jaga kondisi tubuh dan pa\xe2\x80\xa6'"
"netral, b'RT @teteh_siti_eei: Macem-macem kepanjangan PPKM https://t.co/ii1JD3BFOx'"
"negatif, b'RT @geloraco: Mahasiswa di Makassar Blokade Jalan, Tuntut Jokowi Bubarkan PPKM dan Pulangkan TKA China\nhttps://t.co/slRs8yFY3n'"
"negatif, b'RT @Your7Blackswans: Mbak @itsmeerarra \nMinta dikasi waktu lagi buat pelunasan, udah tak kasi waktu lagi.\nAku minta surat kesanggupanmu bua\xe2\x80\xa6'"
"negatif, b'Pengen self rewards tapi lagi ppkm :,) sad'"
"positif, b'TWK KPK Sah dan Konstitusional\n\nPPKM Sudah Tepat https://t.co/1fhRViLAeD'"
b'Ops yustisi dan penegakan aturan PPKM Darurat di warung angkringan jln raya Setu - STTD  kec Setu https://t.co/j4j8ftKjxT'
"negatif, b'RT @PKSejahtera: PKS Kritik Masuknya WNA Saat PPKM Darurat. \xe2\x80\x9cKasihan rakyat Indonesia. Di tengah perjuangan melawan #Covid19 dan pemberlaku\xe2\x80\xa6'"
"positif, b'RT @mapaybandungcom: Aturan Terbaru PPKM Darurat ! Tempat Ibadah Dibuka Kembali, Resepsi Pernikahan Ditiadakan https://t.co/IQINAVulmE'"
"positif, b'Kangen yee kasian deh lo gk bsa ketemu gegara ppkm...dasar pelakor gatel'"
"negatif, b'RT @catatankaqihati: #BahuMembahuAtasiPandemi\nYg katanya bosan dirumahaja, gk bs ktmu tmn, gk bs cari duit\nCoba seandainya sblm ppkm darura\xe2\x80\xa6'"
"negatif, b'PPKM darurat, ditetapkan oleh pemerintah pusat, dilaksanakan oleh gubernur, dibully oleh pengais gobanan https://t.co/lCK8J64Hf3'"
"netral, b'RT @txtdrpemerintah: pov masih nongkrong jam 11 malem pas ppkm https://t.co/GavVXtm7i3'"
"netral, b'RT @txtdrpemerintah: pov masih nongkrong jam 11 malem pas ppkm https://t.co/GavVXtm7i3'"
"positif, b'RT @RadioElshinta: Bantu warga di saat PPKM Darurat, Buddha Tzu Chi salurkan puluhan ribu ton beras ke seluruh Jawa.\nhttps://t.co/wC1e1R16sW'"
"negatif, b'RT @geloraco: Jeritan Penjual Hewan Kurban Yang Merugi Akibat PPKM Darurat\nhttps://t.co/IC6BJm2Mwq'"
"negatif, b'Ppkm di kantor gue ga berlaku \xf0\x9f\x98\x80\nAneh.'"
"positif, b'Malam malamku penuh patroli PPKM Darurat agar COVID-19 cepat sirna, 10 Jul 2021 https://t.co/3RdvVBIuk8'"
"netral, b'@subschfess Coba part time nder. Walau agak susah jg soalnya lagi ada ppkm. Atau kamu jadi reseller gitu deh. \n\nKalo kamu gk punya modal coba ini. Aku udah hasilin sekitar 400k. Kamu cuma undang temen nder. Atau kamu scroll video\xc2\xb2 gitu.\n\nhttps://t.co/a3xRYGZSJA'"
"netral, b'RT @catatankaqihati: #BahuMembahuAtasiPandemi\nYg katanya bosan dirumahaja, gk bs ktmu tmn, gk bs cari duit\nCoba seandainya sblm ppkm darura\xe2\x80\xa6'"
"netral, b'Balai Taman Nasional Kabupaten Togean masih menerima kunjungan wisatawan pada masa PPKM Mikro, meski jumlah kunjungannya menurun. https://t.co/xBEw0Wq8ei'"
"negatif, b'Sakit hati banget lihat cara penertiban PPKM ini.'"
"negatif, b'RT @faktaanies: Perusahaan Equity Life mengakui kesalahan melanggar PPKM. Nah Buzzer terbukti memang sampah peradaban! https://t.co/aKCdOpB\xe2\x80\xa6'"
"negatif, b'RT @amenkcoy: Ini karya Drawing yang saya buat dimalam Minggu kemarin selepas jam 11-an, mencoba mewarnai suasana PPKM yang semakin memuakk\xe2\x80\xa6'"
"positif, b'RT @AzzamIzzulhaq: Ededede... Bagaimana ini mi aturan kasiang... \xf0\x9f\x98\x94 https://t.co/DLrCv3V7c7'"
"netral, b'RT @abi_sasaLL: Kepala daerah yang tidak melaksanakan ketentuan PPKM Darurat terancam diberhentikan.\nPemberhentian bisa diterapkan jika kep\xe2\x80\xa6'"
"netral, b'RT @cholilnafis: Yg baik katakan baik dan yg buruk katakan buruk. Mudah2-an dapat menjalankan yg baik dan dapat menjauhi yg buruk. \n\nMUI Ap\xe2\x80\xa6'"
"netral, b'RT @AliNgabalinNew: Cacat secara Intelektual, manusia berperadaban rendah, WN kls kambing setiap saat membual diruang publik memprovokasi m\xe2\x80\xa6'"
"netral, b'RT @txtdrpemerintah: pov masih nongkrong jam 11 malem pas ppkm https://t.co/GavVXtm7i3'"
"netral, b'Ini mulai serius\nMakin banyak yg mempersoalkan pasal 50 uu kekarantinaan kesehatan dengan diberlakukannya ppkm darurat ini malah bikin sayah bingung saja. Ppkm darurat itu sendiri terbit berdasarkan instruksi mendagri, yg bahkan dalam ""konsideransnya"" nda nyebut uu kk sama sekali'"
"netral, b'Personil satlantas melaksanakan giat ppkm kepada masyarakat yang melintas di seputaran jalan bypass ir soekarno guna mencegah penyebaran covid-19\n@punapitabanan \n@infolalulintas https://t.co/qReDHUZMkc'"
"netral, b'RT @AliNgabalinNew: Cacat secara Intelektual, manusia berperadaban rendah, WN kls kambing setiap saat membual diruang publik memprovokasi m\xe2\x80\xa6'"
"netral, b'RT @day6confess: kangen malmingan sebelum ppkm -my6  https://t.co/jNw8sDs9Mf'"
"positif, b'PPKM Sudah Tepat\n\nhttps://t.co/j9OKm7byrP\n\nPemerintah Tindak Tegas Mafia Farmasi'"
"negatif, b'RT @Pencerah__: Saya heran sama sebagian masyarakat Indonesia. Mereka ingin pandemi berakhir, ingin beribadah secara jamaah dan berdagang n\xe2\x80\xa6'"
"negatif, b'RT @geloraco: Dibentak Polisi saat Razia PPKM, Pedagang Ngamuk: Bapak Masih Gajian, Saya Gak Buka Gak Makan!\nhttps://t.co/CNe04fJ202'"
"negatif, b'@shabrisabi @AREAJULID Itu kenapa skrg namanya PPKM Dan gak pernah di beri nama karantina.. sehingga secara hukum terbebas dari kewajibannya.. pahit ? Banget...'"
"netral, b'RT @TarizSolis: ~ Rekomendasi film pendek di YouTube ~ \n\nSiapa tahu ada yang butuh tontonan biar nggak jenuh &amp; stres selama PPKM darurat, i\xe2\x80\xa6'"
"negatif, b'RT @adistyaratu: cuma mau curhat karena it doesn\xe2\x80\x99t make any sanse, selama PPKM usaha ortu saya juga ga munafik turun drastis pendapatan, ta\xe2\x80\xa6'"
"negatif, b'Dampak PPKM Darurat, RI Sulit Capai Pertumbuhan Ekonomi di Atas 4% https://t.co/hav0V1ekF2'"
"positif, b'ijin ke mama mau jalan sama temen lain:\n\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb0 :ga usah kemana,corona,ppkm,jangan sering main,udah di rumah aja mau kemana emang?\n\nijin ke mama mau jalan sama temen yg mama udh kenal:\n\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb0:iya, hati-hati di jalan ya,salam buat si a sama mama papanya'"
"netral, b'RT @utaskala: Ppkm: Plenga plongo kaya monyet https://t.co/uQtJOxMIxf'"
"netral, b'PPKM : pernah peduli kemudian menghilang'"
"negatif, b'RT @geloraco: Dibentak Polisi saat Razia PPKM, Pedagang Ngamuk: Bapak Masih Gajian, Saya Gak Buka Gak Makan!\nhttps://t.co/CNe04fJ202'"
"negatif, b'@Umar_Chelsea_75 @berlianidris Knp yg jual vaksin ga ditangkap ya\nKnp yg ambil dagangan dgn tameng ppkm ga ditangkap ya\n@LsOwien keluar dari pakem yang emang sebagian rakyat rasakan\nAda dokter prosedural &amp; textbook\nSemua berdasarkan data lab\nEfeknya MAHAL\nAda dokter yg mengamati\nPenanganan berdasarkan keluhan'"
"positif, b'RT @bank_indonesia: PPKM darurat yg diterapkan diharapkan mampu menekan penyebaran virus COVID-19 dan turunannya. Gubernur Bank Indonesia P\xe2\x80\xa6'"
"netral, b'RT @TarizSolis: ~ Rekomendasi film pendek di YouTube ~ \n\nSiapa tahu ada yang butuh tontonan biar nggak jenuh &amp; stres selama PPKM darurat, i\xe2\x80\xa6'"
"netral, b'RT @txtdarisisange: PPKM (Pas pengen kamu menghilang) \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb\xf0\x9f\x91\x88\xf0\x9f\x8f\xbb'"
"negatif, b'@geloraco Dalam video tsb, polisi bangsat itu ditenangkan oleh anggota Marinir, saya yakin tanpa anggota TNI, petugas ppkm dimanapun akan dilawan warga.'"
"netral, b'Kapten Inf. Nurkhan mengikuti Rapat Koordinasi Pembatasan Mobilitas Selama PPKM Darurat di Jawa dan Bali Dipimpin Oleh Menko Maritim dan Investasi melalui Vidcon, bertempat di Aula lantai 1 Setda Kabupaten Pekalongan. minggu (11/7) https://t.co/vRJiA58045'"
"negatif, b'RT @ObbieNugraha: @DewinthaNonong ""Bapak masih gajian, Pak, sementara saya gak bisa makan""\n\nNohok gak sih, PPKM ini aman untuk mereka yang\xe2\x80\xa6'"
"negatif, b'@ObbieNugraha @DewinthaNonong seharusnya sih ditanggung total bang selama PPKM, tapi kan di Wakanda pemerintahnya dari atas sampe bawah rakus rakus, bantuannya udah abis duluan sebelum sampai ke rakyat'"
"netral, b'RT @TarizSolis: ~ Rekomendasi film pendek di YouTube ~ \n\nSiapa tahu ada yang butuh tontonan biar nggak jenuh &amp; stres selama PPKM darurat, i\xe2\x80\xa6'"
"negatif, b'RT @shitlicious: PPKM: Pelan-pelan Kena Mental'"
"positif, b'RT @abi_sasaLL: Dengan kita tetap disiplin mematuhi PPKM Darurat,kita optimis, penyebaran Covid-19 di Indonesia dapat segera ditekan.\n#Patu\xe2\x80\xa6'"
"netral, b'Aku suka PPKM tapi tanpa pp aww &lt;3'"
"positif, b'RT @kalla_jengking: Kepala Kantor Staf Kepresidenan (KSP) Moeldoko mengimbau masyarakat agar mematuhi aturan dalam Pemberlakuan Pembatasan\xe2\x80\xa6'"
"positif, b'RT @abi_sasaLL: Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat di Pulau Jawa dan Bali 3 hingga 20 Juli 2021,adalah langkah tepa\xe2\x80\xa6'"
"positif, b'Keselamatan rakyat adalah hukum tertinggi, aturan harus ditegakkan, dengan PPKM Darurat akan menekan laju penularan Covid-19. #taatppkmdarurat #ppkmdarurat #bersamalawancorona #polrestabanan https://t.co/AWcR8GSdk8'"
"netral, b'RT @TTSLongtong: PPKM : Putuskan Pacarmu Kembalailah Mencintaiku'"
"netral, b'JB ppkm belanja dari rumah yu \nShopee : dagangmusiman https://t.co/hwc5LRCEvT'"
"positif, b'RT @reza_kekew: Saatnya tegas menerapkan PPKM Darurat dengan sanksi yang sudah diaturkan, nyawa manusia yang lebih utama dari harta benda\xe2\x80\xa6'"
"positif, b'@PolresBuleleng Patuhi PPKM Darurat guna menekan angka penyebaran covid-29'"
"positif, b'RT @DioR3born: #PatuhiAturanPPKMDarurat\n.\n.\nSaat ini Pemerintah bersiap untuk menyalurkan Bansos untuk mengantisipasi dampak sosial dari pe\xe2\x80\xa6'"
"positif, b'Kapolrestabes Semarang Bersama Forkopimda Kota Semarang Pantau Pelaksanaan Penyekatan Dalam Rangka PPKM Darurat Di Pos Penyekatan Taman Unyil.\n\n@DivHumas_Polri @poldajateng_\n #polrestabessemarang https://t.co/4haZX53cnC'"
"negatif, b'RT @PutraWadapi: Dibentak Polisi saat Razia PPKM, Pedagang Ngamuk: Bapak Masih Gajian, Saya Gak Buka Gak Makan!\nhttps://t.co/6EKvsYu0im'"
"positif, b'Kapten Inf. Nurkhan mengikuti Rapat Koordinasi Pembatasan Mobilitas Selama PPKM Darurat di Jawa dan Bali Dipimpin Oleh Menko Maritim dan Investasi melalui Vidcon, bertempat di Aula lantai 1 Setda Kabupaten Pekalongan. minggu (11/7) https://t.co/upimBQPhtH'"
"negatif, b'RT @ObbieNugraha: @DewinthaNonong ""Bapak masih gajian, Pak, sementara saya gak bisa makan""\n\nNohok gak sih, PPKM ini aman untuk mereka yang\xe2\x80\xa6'"
"positif, b'Atau bisa untuk donasi di laman berikut, ini akan terus kontinue selama masa PPKM ini.\nhttps://t.co/YHwdZAVE65'"
"netral, b'RT @TarizSolis: ~ Rekomendasi film pendek di YouTube ~ \n\nSiapa tahu ada yang butuh tontonan biar nggak jenuh &amp; stres selama PPKM darurat, i\xe2\x80\xa6'"
"netral, b'PPKM Darurat diluar Pulau Jawa Bali yang mulai berlaku hari ini diharapkan dapat menekan kasus harian Covid-19. Mampukah turunkan kasus harian? https://t.co/AP2J5ceNmf'"
"positif, b'PPKM Rakyat Sehat https://t.co/45B15cATqm'"
"negatif, b'RT @rasjawa: Selama PPKM, usaha non retail kebutuhan pangan dan warung makanan gak boleh buka. Tapi yang bikin peraturan gak mau ngasih bia\xe2\x80\xa6'"
"netral, b'RT @farhlns: My first oc Kala and Kelana \xe2\x9d\xa4\nKala Kelana Series adalah hasil dari kegabutanku selama PPKM ini, berisi tentang keseharian Kala\xe2\x80\xa6'"
"netral, b'@idextratime Banyak yang mereka tidak tahu.. southgate all in pegang italy.. buat jaga2 kena grosokan satpol pp di era ppkm'"
"negatif, b'RT @fadlizon: Kayaknya tak ada virus covid-19 lg di Wembley. Kerumunan, tak pakai masker, tak ada social distancing. Sungguh sangat iri mel\xe2\x80\xa6'"
"netral, b'PPKM Darurat, Ariza: Pilihannya Tinggal Dua, Hidup atau Mati https://t.co/ZRdOWEFzWB'"
"negatif, b'PPKM day-1, berangkat jam 5.40 masih belom diblokir jalan-jalannya'"
"negatif, Ppkm ini aku lagi dirumahin sama perusahaan, yang mana gatau kapan buat dipanggil lagi habis ini. Bulan ini juga ga gajian"
"netral,bilang covid katanya gk ada, di suruh vaksin gk mau, pas bnyak meninggal bingung, ada PPKM di suruh tutup bilang nyari makan buat anak istri, yang nyuruh nutup maksa dan marah2. pie to jan hmmm'"
"netral, Rekomendasi film pendek di YouTube ~ \n\nSiapa tahu ada yang butuh tontonan biar nggak jenuh &amp; stres selama PPKM darurat, i\xe2\x80\xa6'"
"negatif,ppkm pelan pelan kita mninggal'"
"positif, Untuk mengantisipasi dampak sosial dari pelaksanaan PPKM Darurat,Pemerintah sudah menyiapkan Dana Bansos untuk masyarakat yg\xe2\x80\xa6'"
"netral,Saya free kan untuk warga malang dan kota batu pengisian oxygen 1m3 selama PPKM "
"negatif, masuk offline mya diundur abis ppkm, tp hariini tetep online'"
"positif,PPKM darurat adalah langkah tegas yang diambil Pemerintah dalam rangka menekan penyebaran virus Kovid 19 diseluruh Indone\xe2\x80\xa6'"
"positif,Kotak amal buat danai teroris Diam aja, toko 212 jadi ajang penipuan diam aja, giliran pemerintah adakan ppkm demi kesehatan pada ribut\xf0\x9f\xa4\xa3. Kadrun goblok\xf0\x9f\xa4\xa3 https://t.co/zvuzucZyTt'"
"negatif,Surabaya melawan trhadap PPkM d kala rakyat bnyk yg susah gerak menjalankan usaha demi pnuhi kbutuhan klrg\xf0\x9f\x99\x88 https://t.co/ySx0PCUpKl'"
"negatif,MUI Sumbar Tolak Peniadaan Ibadah di Masjid saat PPKM, Teddy Gusnaidi: Bubarkan LSM Model Beginian https://t.co/9LVmLdoP\xe2\x80\xa6'"
"negatif,Dibentak Polisi saat Razia PPKM, Pedagang Ngamuk: Bapak Masih Gajian, Saya Gak Buka Gak Makan!\nhttps://t.co/CNe04fJ202'"
"netral,Trimakasih Yayasan Budha Tzu Chi\nMencintai Indonesia dg tindakan\xf0\x9f\x99\x8f\n\nBeda dg kecoa demokrasi cuma bs treak2 ' Jokowi Mundur\xe2\x80\xa6"""
"positif,Saatnya tegas menerapkan PPKM Darurat dengan sanksi yang sudah diaturkan, nyawa manusia yang lebih utama dari harta benda\xe2\x80\xa6'"
"netral,Saya free kan untuk warga malang dan kota batu pengisian oxygen 1m3 selama PPKM \xe2\x80\xa6 @infomalang @infobatu__ pada hari kerja ja\xe2\x80\xa6'"
"positif,Personil Polres Tabanan bersinergi dengan Kodim 1619 Tabanan, Satpol PP, Dishub dan BPBD Tabanan melaksanakan Yustisi PPKM Darurat Dipimpin Kasatpol PP I Wayan Sarba, S.Sos,https://t.co/cuu8dHQRVA. #ppkmdarurat #taatppkmdarurat #bersamalawancorona #polrestabanan https://t.co/KLS8H98Rej'"
"positif,Kemensos akan segera menyalurkan bantuan dana sosial wabah pandemi kovid 19 untuk mengantisipasi dampak dari pemberlakuan\xe2\x80\xa6'"
"positif,Tujuannya agar masyarakat tetap patuh prokes sampai batas akhir pelaksanaan PPKM darurat, itu benar\n\nTapi dengan\n\n#Pat\xe2\x80\xa6'"
"negatif,Melawan! Warga Usir dan Lempari Mobil Satgas saat Penertiban PPKM Darurat di Bulak Banteng\nhttps://t.co/A3t1qMNgLH https://t\xe2\x80\xa6'"
"negatif,Dibentak Polisi saat Razia PPKM, Pedagang Ngamuk: Bapak Masih Gajian, Saya Gak Buka Gak Makan!\nhttps://t.co/zSCfXhmIMN'"
"netral,PPKM Darurat, Seluruh Objek Wisata Kepulauan Seribu Ditutup - detikTravel https://t.co/ANMQSU90SF'"
"negatif, yg jual tutup. ppkm wkwk'"
"negatif,""Bapak masih gajian, Pak, sementara saya gak bisa makan""\n\nNohok gak sih, PPKM ini aman untuk mereka yang\xe2\x80\xa6'"
"positif,Kita wajib dukung pelaksanaan PPKM Darurat, melihat banyaknya angka Positif covid yg kian hari semakin mengkhawatirkan. \n\n#\xe2\x80\xa6'"
"netral,Rekomendasi film pendek di YouTube ~ \n\nSiapa tahu ada yang butuh tontonan biar nggak jenuh &amp; stres selama PPKM darurat, i\xe2\x80\xa6'"
"negatif,Kalau tokoh politik itu nyinyir itu bagian dr suara kritis mereka thd pemerintah dlm penanganan virus wuhan yg trkesan amburadul itu dr kebijahkan  vaksin gratis/berbayar hingga aturan PPKM darurat tnp solusi bt warga miskin.dasar!!asal nyinyir jg loe\xf0\x9f\x98\x82'"
"netral,Informasi Penutupan Pelayanan Tatap Muka dan Pembelajaran On Campus sesuai peraturan PPKM Darurat 2-20 Juli 2021 REVISI https://t.co/Anio9Ky5G1'"
"netral,Mohon maaf, ini demi mencegah penularan covid19 sekaligus upaya mendukung PPKM Darurat, thd yg masa berlaku SIM nya habis idealnya ada kebijaksanaan, sehingga layanan bisa stop dulu. Terimakasih. https://t.co/dUxq7M4McV'"
"netral,PPKM, pengen pacaran kemudian menikah'"
"positif,Gelar Operasi Yustisi, Petugas Himbau Pelaku Usaha Kuliner Terapkan Take Away Atau Delivery Selama PPKM Darurat https://t.co/p4KhTqNPUa'"
"positif,Padahal program sejuta/hari atau kata Menkes mau jadi 5juta/hari vaksin gratis bagus banget. Program isolasi  Wisma Atlet\xe2\x80\xa6'"
"netral,PPKM kapan selesai ya, rencana ke Jakarta nih buat ambil barang2nya kesayangan yang udah sampai Jkt dari kemarin. \nIya, bar\xe2\x80\xa6'"
"negatif,PPKM \Syarat kemna mana harus \nSudah vaksin\n.....pantes sekarang dijual \nItu vaksin\nNegara lain emang pada \nJualin tuh vaksin Ama rakyat nya?'"
"positif,Gelar Operasi Yustisi, Petugas Himbau Pelaku Usaha Kuliner Terapkan Take Away Atau Delivery Selama PPKM Darurat https://t.co/p4KhTqNPUa'"
